,Unnamed: 0,Unnamed: 0.1,desc,file_id_full,file_id_thumb,medium,title,year,cluster_count
1024,1024,1024,"Vetheuil Seen from Ile Saint MartinClaude Oscar Monet  (1880)Private collectionPainting - oil on canvasUploaded Monday, 13 January 2003 by member rocsdadPublic domain",6531,6530,oil,Vetheuil Seen from Ile Saint Martin,1880,"{(136, 107, 131): 117593, (59, 34, 18): 72309, (183, 121, 52): 160083, (203, 151, 131): 244034, (138, 84, 25): 138830}"
1025,1025,1025,"Victor Jacquemont Holding a ParasolClaude Oscar Monet  (1865)Kunsthaus - ZurichPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5996,5995,oil,Victor Jacquemont Holding a Parasol,1865,"{(134, 102, 33): 109666, (190, 159, 70): 20582, (58, 52, 25): 209925, (105, 74, 20): 144342, (27, 21, 16): 170903}"
1026,1026,1026,"View near RouellesClaude Oscar Monet  (1858)Private collectionPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",154442,154441,oil,View near Rouelles,1858,"{(90, 107, 142): 3863, (79, 94, 48): 8729, (29, 41, 49): 19569, (220, 238, 253): 16036, (129, 181, 249): 13903}"
1027,1027,1027,"View of AmsterdamClaude Oscar Monet  (1874)Fondation Rau pour le Tiers-MondePainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6261,6260,oil,View of Amsterdam,1874,"{(209, 197, 183): 248650, (144, 139, 130): 117334, (101, 97, 94): 78094, (183, 173, 162): 171293, (48, 49, 53): 37957}"
1028,1028,1028,"View of AntibesClaude Oscar Monet  (1888)Uploaded Sunday, 29 April 2012 by member IrenePublic domain",167598,167597,[],View of Antibes,1888,"{(184, 183, 135): 16513, (109, 133, 82): 14710, (204, 153, 41): 8851, (58, 73, 26): 17398, (142, 173, 205): 13928}"
1029,1029,1029,"View of Antibes from the Notre-Dame PlateauClaude Oscar Monet  (1888)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7100,7099,oil,View of Antibes from the Notre-Dame Plateau,1888,"{(122, 141, 168): 215059, (41, 30, 29): 85955, (173, 171, 171): 250007, (131, 87, 42): 120519, (196, 138, 66): 126848}"
1030,1030,1030,"View of Antibes from the Plateau Notre-DameClaude Oscar Monet  (1888)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",29649,29648,oil,View of Antibes from the Plateau Notre-Dame,1888,"{(112, 123, 219): 132241, (206, 117, 33): 152798, (41, 33, 60): 112981, (200, 197, 248): 448858, (237, 168, 131): 119439}"
1031,1031,1031,"View of Argenteuil in the SnowClaude Oscar Monet  (1875)Nelson-Atkins Museum of Art - Kansas CityPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6305,6304,oil,View of Argenteuil in the Snow,1875,"{(224, 213, 182): 239128, (152, 144, 134): 231146, (117, 104, 85): 118855, (53, 39, 26): 55027, (189, 178, 159): 294292}"
1032,1032,1032,"View of BordigheraClaude Oscar Monet  (1884)Armand Hammer Museum of ArtPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6777,6776,oil,View of Bordighera,1884,"{(171, 161, 150): 103874, (109, 107, 131): 51854, (98, 80, 42): 127342, (155, 125, 70): 100274, (43, 26, 14): 109316}"
1033,1033,1033,"View of Cap d'Antibes(also known as View of the Bay and Maritime Alps at Antibes)Claude Oscar Monet  (1888)Hill-Stead Museum - Farmington, CtPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7106,7105,oil,View of Cap d'Antibes,1888,"{(45, 49, 135): 101445, (50, 23, 34): 50546, (198, 189, 200): 413614, (214, 130, 82): 106016, (191, 83, 16): 125781}"
1034,1034,1034,"View of RouenClaude Oscar Monet  (1872)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6157,6156,oil,View of Rouen,1872,"{(80, 56, 37): 72257, (130, 96, 74): 72051, (198, 152, 108): 185342, (206, 170, 147): 292138, (34, 24, 14): 103758}"
1035,1035,1035,"View of Rouen, 1892Claude Oscar Monet  (1892)MusÃƒÂ©e des Beaux-Arts de RouenPainting - oil on canvasUploaded Sunday, 20 July 2014 by member kohn1foxPublic domain",465614,465613,oil,"View of Rouen, 1892",1892,"{(249, 204, 175): 13246, (236, 190, 168): 13405, (254, 214, 149): 12073, (213, 184, 173): 6428, (251, 229, 184): 7348}"
1036,1036,1036,"View of Rouen from the Cote Sainte-CatherineClaude Oscar Monet  (1892)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7290,7289,oil,View of Rouen from the Cote Sainte-Catherine,1892,"{(164, 160, 178): 215523, (80, 62, 117): 210543, (109, 109, 169): 143599, (188, 183, 198): 254638, (68, 38, 66): 210562}"
1037,1037,1037,"View of the Bay at Antibes and Maritime AlpsClaude Oscar Monet  (1888)Uploaded Sunday, 29 April 2012 by member IrenePublic domain",167601,167600,[],View of the Bay at Antibes and Maritime Alps,1888,"{(34, 47, 22): 18276, (98, 107, 58): 9453, (11, 64, 109): 5019, (95, 144, 152): 20587, (150, 169, 177): 21665}"
1038,1038,1038,"View of the Church at VernonClaude Oscar Monet  (1883)Yamagata Museum of ArtPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6765,6764,oil,View of the Church at Vernon,1883,"{(62, 27, 34): 72902, (198, 155, 159): 161284, (191, 184, 217): 403561, (125, 80, 90): 103222, (192, 124, 96): 96203}"
1039,1039,1039,"View of the Old Outer Harbor at Le HavreClaude Oscar Monet  (1874)Philadelphia Museum of ArtPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6255,6254,oil,View of the Old Outer Harbor at Le Havre,1874,"{(142, 145, 131): 149122, (107, 114, 109): 194157, (88, 81, 70): 115538, (202, 168, 102): 94960, (44, 33, 31): 69895}"
1040,1040,1040,"View of the Sea at SunsetClaude Oscar Monet  (1862-1864)Museum of Fine Arts - BostonDrawing - pastelUploaded Tuesday, 14 February 2012 by member rocsdadPublic domain",154496,154495,pastel,View of the Sea at Sunset,1862-1864,"{(111, 73, 122): 9674, (161, 149, 154): 6008, (145, 82, 53): 6919, (241, 166, 24): 4757, (63, 115, 190): 7142}"
1041,1041,1041,"View of the VoorzaanClaude Oscar Monet  (1871)MusÃƒÂ©e Marmottan MonetPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6115,6114,oil,View of the Voorzaan,1871,"{(166, 101, 36): 118303, (62, 31, 22): 26080, (146, 126, 105): 72516, (177, 151, 119): 113355, (185, 132, 69): 177862}"
1042,1042,1042,"View of VentimigliaClaude Oscar Monet  (1884)Kelvingrove Art Gallery and Museum - GlasgowPainting - oil on canvasUploaded Sunday, 14 July 2013 by member kohn1foxPublic domain",334576,334575,oil,View of Ventimiglia,1884,"{(122, 146, 129): 12959, (130, 171, 213): 16428, (70, 138, 207): 8538, (61, 96, 105): 7207, (170, 196, 208): 18168}"
1043,1043,1043,"View of VÃƒÂ©theuilClaude Oscar Monet  (1880)Los Angeles County Museum of ArtPainting - oil on canvasUploaded Sunday, 8 November 2015 by member rocsdadPublic domain Added 23 days ago.",671252,671251,oil,View of VÃƒÂ©theuil,1880,"{(165, 156, 155): 11486, (82, 84, 65): 10557, (141, 129, 90): 14241, (107, 116, 120): 13476, (229, 229, 248): 22240}"
1044,1044,1044,"View of VetheuilClaude Oscar Monet  (1880)Private collectionPainting - oil on canvasUploaded Sunday, 7 October 2007 by member rocsdadPublic domain",61331,61330,oil,View of Vetheuil,1880,"{(197, 195, 177): 84877, (113, 118, 106): 80373, (135, 153, 174): 128253, (31, 46, 39): 200914, (66, 83, 55): 181942}"
1045,1045,1045,"View of VetheuilClaude Oscar Monet  (1880)Alte Nationalgalerie - Staatliche Museen zu BerlinPainting - oil on canvasUploaded Monday, 13 January 2003 by member rocsdadPublic domain",6541,6540,oil,View of Vetheuil,1880,"{(150, 128, 75): 116108, (99, 87, 36): 175546, (131, 126, 129): 114615, (44, 35, 16): 109671, (178, 165, 143): 130332}"
1046,1046,1046,"View Taken from GreinvalClaude Oscar Monet  (1881)Private collectionPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6571,6570,oil,View Taken from Greinval,1881,"{(102, 108, 159): 187278, (90, 84, 104): 199569, (30, 19, 20): 151931, (73, 55, 55): 182659, (144, 143, 175): 119359}"
1047,1047,1047,"View Taken near VentimigliaClaude Oscar Monet  (1884)Private collectionPainting - oil on canvasUploaded Friday, 17 January 2003 by member rocsdadPublic domain",6829,6828,oil,View Taken near Ventimiglia,1884,"{(201, 143, 49): 90037, (193, 172, 159): 151017, (89, 57, 47): 38451, (150, 134, 170): 84492, (164, 135, 97): 128803}"
1048,1048,1048,"The Village of La Coche-Blond, EveningClaude Oscar Monet  (1889)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7186,7185,oil,"The Village of La Coche-Blond, Evening",1889,"{(248, 232, 221): 324610, (135, 81, 76): 124985, (87, 42, 43): 264851, (201, 153, 141): 54976, (37, 20, 23): 251411}"
1049,1049,1049,"The Village of La Roche-Blond, SunsetClaude Oscar Monet  (1889)Private collectionPainting - oil on canvasUploaded Tuesday, 30 May 2006 by member rocsdadPublic domain",55146,55145,oil,"The Village of La Roche-Blond, Sunset",1889,"{(190, 120, 83): 71278, (96, 45, 30): 225291, (231, 183, 113): 124939, (165, 162, 146): 73252, (37, 39, 21): 286550}"
1050,1050,1050,"The Village of LavacourtClaude Oscar Monet  (1878)Private collectionPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6443,6442,oil,The Village of Lavacourt,1878,"{(225, 207, 189): 116717, (119, 83, 76): 80524, (191, 171, 163): 143813, (53, 30, 53): 56620, (160, 131, 121): 88650}"
1051,1051,1051,"The Village of VetheuilClaude Oscar Monet  (1881)MusÃƒÂ©e des Beaux-Arts de RouenPainting - oil on canvasUploaded Sunday, 20 July 2014 by member kohn1foxPublic domain",465605,465604,oil,The Village of Vetheuil,1881,"{(167, 148, 149): 12724, (98, 92, 130): 8021, (142, 124, 131): 15893, (107, 65, 66): 10588, (132, 95, 97): 13074}"
1052,1052,1052,"Villas at BordigheraClaude Oscar Monet  (1884)MusÃƒÂ©e d'OrsayPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6785,6784,oil,Villas at Bordighera,1884,"{(139, 71, 29): 150384, (108, 117, 128): 150908, (81, 77, 69): 158508, (61, 28, 22): 207340, (196, 159, 95): 84334}"
1053,1053,1053,"The VoorzaanClaude Oscar Monet  (1871)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6113,6112,oil,The Voorzaan,1871,"{(147, 91, 11): 24540, (61, 42, 3): 35839, (154, 170, 151): 228550, (174, 191, 176): 185871, (201, 181, 136): 237956}"
1054,1054,1054,"The Walk, ArgenteuilClaude Oscar Monet  (1875)Private collectionPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6331,6330,oil,"The Walk, Argenteuil",1875,"{(92, 102, 91): 149217, (42, 54, 57): 126980, (90, 149, 213): 245060, (155, 184, 198): 193523, (168, 157, 94): 150820}"
1055,1055,1055,"The Walk, Woman with a ParasolClaude Oscar Monet  (1875)National Gallery of Art - Washington DCPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6335,6334,oil,"The Walk, Woman with a Parasol",1875,"{(189, 201, 188): 222931, (138, 151, 169): 184110, (115, 106, 32): 140398, (94, 97, 143): 103003, (55, 40, 13): 181046}"
1056,1056,1056,"Water-LiliesClaude Oscar Monet  (1907)GÃƒÂ¶teborgs konstmuseumPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7776,7775,oil,Water-Lilies,1907,"{(159, 106, 12): 119837, (72, 40, 5): 224841, (109, 71, 16): 217287, (151, 118, 60): 90720, (200, 145, 22): 149130}"
1057,1057,1057,"Water-LiliesClaude Oscar Monet  (1907)Kuboso Memorial Museum of Art - TokyoPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7770,7769,oil,Water-Lilies,1907,"{(115, 71, 31): 296333, (228, 130, 20): 156189, (236, 168, 72): 130531, (130, 113, 79): 179921, (64, 31, 13): 216704}"
1058,1058,1058,"Water-LiliesClaude Oscar Monet  (1908)Private collectionPainting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7792,7791,oil,Water-Lilies,1908,"{(183, 146, 124): 159155, (140, 111, 106): 252400, (112, 81, 63): 104343, (190, 127, 18): 401491, (211, 153, 59): 214671}"
1059,1059,1059,"Water-LiliesClaude Oscar Monet  (1906-1907)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7744,7743,oil,Water-Lilies,1906-1907,"{(39, 19, 29): 198981, (86, 71, 91): 138600, (50, 37, 76): 188410, (134, 115, 104): 51796, (70, 42, 44): 195063}"
1060,1060,1060,"Water-LiliesClaude Oscar Monet  (1914-1917)Wallraf-Richartz-Museum & Fondation CorboudPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7950,7949,oil,Water-Lilies,1914-1917,"{(60, 68, 62): 293921, (88, 105, 131): 168250, (97, 100, 75): 165216, (37, 44, 30): 289137, (155, 142, 141): 66500}"
1061,1061,1061,"Water-LiliesClaude Oscar Monet  (1907)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7766,7765,oil,Water-Lilies,1907,"{(48, 44, 25): 160091, (89, 78, 60): 203734, (86, 78, 118): 174596, (158, 148, 161): 102706, (124, 112, 128): 206369}"
1062,1062,1062,"Water LiliesClaude Oscar Monet  (1919)Private collectionPainting - oil on canvasUploaded Sunday, 15 December 2013 by member kohn1foxPublic domain",396721,396720,oil,Water Lilies,1919,"{(43, 51, 40): 16386, (137, 131, 71): 6385, (82, 92, 150): 4589, (215, 181, 162): 4530, (84, 87, 54): 11610}"
1063,1063,1063,"Water-LiliesClaude Oscar Monet  (1914-1917)Private collectionPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7946,7945,oil,Water-Lilies,1914-1917,"{(157, 130, 117): 156564, (180, 124, 34): 158041, (63, 49, 6): 203915, (217, 184, 58): 106425, (133, 93, 16): 242449}"
1064,1064,1064,"Water-LiliesClaude Oscar Monet  (1916)National Gallery - LondonPainting - oil on canvasUploaded Tuesday, 9 July 2013 by member kohn1foxPublic domain",332233,332232,oil,Water-Lilies,1916,"{(149, 144, 135): 13357, (161, 143, 87): 9256, (155, 143, 112): 17684, (250, 248, 241): 2456, (142, 93, 50): 1347}"
1065,1065,1065,"Water-LiliesClaude Oscar Monet  (1916-1919)MusÃƒÂ©e Marmottan MonetPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",7988,7987,oil,Water-Lilies,1916-1919,"{(67, 79, 103): 219318, (173, 171, 194): 158922, (29, 33, 29): 243907, (79, 97, 36): 121550, (107, 116, 156): 240265}"
1066,1066,1066,"Water-LiliesClaude Oscar Monet  (1914-1917)MusÃƒÂ©e Marmottan MonetPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7952,7951,oil,Water-Lilies,1914-1917,"{(201, 183, 138): 115885, (54, 55, 18): 197079, (149, 127, 94): 173402, (102, 92, 44): 253463, (196, 152, 32): 245321}"
1067,1067,1067,"Water-LiliesClaude Oscar Monet  (1903)MusÃƒÂ©e Marmottan MonetPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7720,7719,oil,Water-Lilies,1903,"{(87, 76, 42): 268469, (76, 80, 144): 168459, (65, 45, 14): 255620, (58, 55, 93): 119777, (109, 109, 90): 95883}"
1068,1068,1068,"Water-LiliesClaude Oscar Monet  (1916-1919)MusÃƒÂ©e Marmottan MonetPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",7996,7995,oil,Water-Lilies,1916-1919,"{(54, 72, 95): 212310, (33, 44, 21): 232880, (91, 102, 147): 243627, (82, 100, 44): 112673, (130, 133, 185): 173715}"
1069,1069,1069,"Water-LiliesClaude Oscar Monet  (1908)Fuji Art MuseumPainting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7794,7793,oil,Water-Lilies,1908,"{(195, 122, 131): 113322, (146, 81, 65): 108532, (157, 98, 113): 111029, (201, 111, 71): 165011, (203, 165, 182): 65306}"
1070,1070,1070,"Water-LiliesClaude Oscar Monet  (1897-1899)Private collectionPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7530,7529,oil,Water-Lilies,1897-1899,"{(44, 54, 97): 172848, (114, 166, 200): 100156, (174, 208, 214): 101859, (30, 67, 144): 333815, (47, 98, 185): 173086}"
1071,1071,1071,"Water-LiliesClaude Oscar Monet  (1907)MusÃƒÂ©e Marmottan MonetPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7772,7771,oil,Water-Lilies,1907,"{(148, 101, 42): 156834, (210, 167, 89): 73875, (95, 66, 27): 239689, (219, 146, 30): 214235, (47, 35, 12): 169357}"
1072,1072,1072,"Water-LiliesClaude Oscar Monet  (1907)MusÃƒÂ©e d'Art et d'Industrie de Saint-ÃƒÂ‰tiennePainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7756,7755,oil,Water-Lilies,1907,"{(88, 106, 143): 295509, (83, 66, 13): 137984, (142, 109, 49): 217775, (158, 144, 135): 216972, (238, 239, 240): 226920}"
1073,1073,1073,"Water-LiliesClaude Oscar Monet  (1914-1917)MusÃƒÂ©e Marmottan MonetPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7932,7931,oil,Water-Lilies,1914-1917,"{(98, 98, 9): 222207, (140, 133, 192): 74915, (108, 111, 52): 131704, (92, 56, 6): 230977, (107, 93, 112): 88945}"
1074,1074,1074,"Water-LiliesClaude Oscar Monet  (1914-1917)Private collectionPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7934,7933,oil,Water-Lilies,1914-1917,"{(89, 93, 52): 138812, (29, 29, 31): 239674, (146, 150, 130): 41650, (43, 57, 75): 251343, (67, 91, 122): 168877}"
1075,1075,1075,"Water-LiliesClaude Oscar Monet  (1914-1917)National Museum of Western Art - TokyoPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7938,7937,oil,Water-Lilies,1914-1917,"{(149, 151, 163): 69900, (131, 107, 94): 59896, (38, 31, 43): 133113, (73, 89, 134): 151620, (62, 68, 81): 222271}"
1076,1076,1076,"Water-LiliesClaude Oscar Monet  (1904)MusÃƒÂ©e des Beaux-Arts de CaenPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7728,7727,oil,Water-Lilies,1904,"{(42, 23, 10): 245634, (80, 58, 25): 232840, (149, 126, 79): 117467, (202, 175, 143): 40430, (122, 94, 32): 179341}"
1077,1077,1077,"Water-LiliesClaude Oscar Monet  (1914-1917)Private collectionPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7928,7927,oil,Water-Lilies,1914-1917,"{(141, 169, 127): 142819, (81, 126, 101): 229461, (68, 108, 55): 202437, (32, 55, 18): 68173, (82, 137, 141): 259235}"
1078,1078,1078,"Water-LiliesClaude Oscar Monet  (1907)Israel MuseumPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7768,7767,oil,Water-Lilies,1907,"{(43, 18, 35): 201950, (75, 47, 66): 161128, (115, 83, 100): 144250, (149, 114, 136): 142676, (193, 154, 171): 105446}"
1079,1079,1079,"WaterliliesClaude Oscar Monet  (1907)Private collectionPainting - oil on canvasUploaded Monday, 12 November 2012 by member rocsdadPublic domain",251027,251026,oil,Waterlilies,1907,"{(81, 91, 148): 15380, (56, 76, 37): 15169, (191, 194, 194): 13990, (106, 146, 23): 25876, (112, 157, 233): 17485}"
1080,1080,1080,"Water-LiliesClaude Oscar Monet  (1916-1919)MusÃƒÂ©e Marmottan MonetPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8006,8005,oil,Water-Lilies,1916-1919,"{(120, 118, 127): 156161, (52, 56, 21): 194222, (74, 80, 48): 271117, (94, 98, 83): 203778, (155, 143, 166): 112214}"
1081,1081,1081,"Water-LiliesClaude Oscar Monet  (1907)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7758,7757,oil,Water-Lilies,1907,"{(83, 93, 43): 179281, (128, 127, 73): 252431, (235, 237, 236): 235907, (160, 160, 154): 228449, (112, 120, 130): 193864}"
1082,1082,1082,"Water-LiliesClaude Oscar Monet  (1908)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7780,7779,oil,Water-Lilies,1908,"{(166, 148, 91): 219132, (193, 157, 50): 175904, (111, 108, 14): 205836, (206, 180, 113): 188328, (144, 128, 43): 255163}"
1083,1083,1083,"Water-LiliesClaude Oscar Monet  (1914-1917)MusÃƒÂ©e Marmottan MonetPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7948,7947,oil,Water-Lilies,1914-1917,"{(169, 154, 153): 117960, (62, 66, 103): 118222, (123, 92, 10): 396914, (45, 84, 191): 121290, (42, 37, 18): 360686}"
1084,1084,1084,"Water-LiliesClaude Oscar Monet  (1907)Museum of Fine Arts - HoustonPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7760,7759,oil,Water-Lilies,1907,"{(46, 70, 82): 222093, (128, 139, 169): 270337, (83, 106, 127): 165916, (172, 170, 196): 175408, (17, 36, 37): 170662}"
1085,1085,1085,"Water-LiliesClaude Oscar Monet  (1916-1919)Private collectionPainting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",7994,7993,oil,Water-Lilies,1916-1919,"{(93, 113, 127): 159656, (149, 156, 138): 192372, (144, 159, 200): 300458, (119, 130, 14): 244978, (58, 69, 14): 141406}"
1086,1086,1086,"Water-LiliesClaude Oscar Monet  (1905)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7738,7737,oil,Water-Lilies,1905,"{(72, 76, 129): 202026, (98, 81, 79): 287084, (157, 141, 121): 121621, (88, 62, 19): 214851, (135, 107, 33): 142044}"
1087,1087,1087,"Water-LiliesClaude Oscar Monet  (1914-1917)Private collectionPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7940,7939,oil,Water-Lilies,1914-1917,"{(38, 44, 79): 310757, (29, 24, 23): 430436, (64, 55, 27): 184772, (73, 76, 106): 166173, (168, 162, 154): 42083}"
1088,1088,1088,"Water LiliesClaude Oscar Monet  (1906-1907)Private collectionPainting - oil on canvasUploaded Tuesday, 24 August 2004 by member rocsdadPublic domain",34064,34063,oil,Water Lilies,1906-1907,"{(47, 85, 65): 101981, (108, 145, 116): 251610, (193, 221, 186): 110223, (95, 144, 202): 239979, (20, 75, 163): 198482}"
1089,1089,1089,"Water-LiliesClaude Oscar Monet  (1908)Private collectionPainting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7800,7799,oil,Water-Lilies,1908,"{(158, 146, 158): 150064, (79, 77, 71): 147904, (35, 37, 31): 174068, (136, 117, 88): 194687, (136, 123, 129): 260967}"
1090,1090,1090,"Water-LiliesClaude Oscar Monet  (1914)MusÃƒÂ©e Marmottan MonetPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7926,7925,oil,Water-Lilies,1914,"{(118, 165, 223): 117417, (55, 121, 200): 90869, (117, 170, 168): 116459, (182, 195, 212): 154019, (79, 140, 121): 62036}"
1091,1091,1091,"Water-LiliesClaude Oscar Monet  (1917-1919)Honolulu Museum of Art (formerly Academy)Painting - oil on canvasUploaded Friday, 24 January 2003 by member rocsdadPublic domain",8074,8073,oil,Water-Lilies,1917-1919,"{(186, 183, 161): 109712, (42, 53, 18): 114217, (103, 107, 20): 134808, (100, 116, 116): 81208, (166, 155, 51): 87780}"
1092,1092,1092,"Water-LiliesClaude Oscar Monet  (1907)Bridgestone Museum of Art - TokyoPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7774,7773,oil,Water-Lilies,1907,"{(29, 39, 46): 144558, (60, 72, 91): 240575, (107, 103, 123): 150817, (211, 171, 169): 156027, (160, 142, 171): 149748}"
1093,1093,1093,"Water-LiliesClaude Oscar Monet  (1907)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7754,7753,oil,Water-Lilies,1907,"{(55, 55, 25): 203707, (133, 127, 144): 154469, (64, 71, 104): 209504, (95, 88, 60): 247673, (99, 99, 122): 271033}"
1094,1094,1094,"Water-LiliesClaude Oscar Monet  (1905)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7736,7735,oil,Water-Lilies,1905,"{(37, 28, 5): 157522, (84, 80, 74): 151958, (61, 50, 19): 354895, (77, 68, 38): 318199, (131, 109, 64): 39720}"
1095,1095,1095,"Water-LiliesClaude Oscar Monet  (1904)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7724,7723,oil,Water-Lilies,1904,"{(162, 107, 32): 174184, (105, 94, 82): 194868, (189, 152, 115): 65444, (44, 27, 18): 321925, (88, 62, 32): 347891}"
1096,1096,1096,"Water-LiliesClaude Oscar Monet  (1906)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7748,7747,oil,Water-Lilies,1906,"{(107, 87, 75): 160338, (137, 119, 141): 262893, (169, 163, 185): 155046, (52, 42, 57): 140410, (81, 75, 126): 275621}"
1097,1097,1097,"Water-LiliesClaude Oscar Monet  (1906)Art Institute of ChicagoPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7746,7745,oil,Water-Lilies,1906,"{(15, 118, 166): 260728, (65, 154, 199): 227042, (25, 90, 38): 193446, (46, 117, 107): 289478, (166, 192, 181): 101818}"
1098,1098,1098,"Water-LiliesClaude Oscar Monet  (1905)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7734,7733,oil,Water-Lilies,1905,"{(47, 69, 86): 260160, (16, 36, 44): 106632, (159, 151, 167): 101792, (116, 117, 133): 204371, (79, 90, 111): 330635}"
1099,1099,1099,"Water-LiliesClaude Oscar Monet  (1897-1899)Private collectionPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7536,7535,oil,Water-Lilies,1897-1899,"{(140, 109, 26): 183128, (170, 149, 88): 115815, (94, 73, 20): 302421, (47, 33, 30): 110174, (89, 79, 94): 192494}"
1100,1100,1100,"Water-LiliesClaude Oscar Monet  (1907)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7762,7761,oil,Water-Lilies,1907,"{(218, 175, 126): 174380, (172, 138, 106): 122166, (121, 96, 68): 158634, (55, 26, 11): 209123, (90, 58, 31): 218069}"
1101,1101,1101,"Water-LiliesClaude Oscar Monet  (1908)MusÃƒÂ©e Municipal A.G. Poulain de VernonPainting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7784,7783,oil,Water-Lilies,1908,"{(109, 136, 132): 180302, (234, 234, 242): 235225, (78, 107, 158): 190651, (61, 82, 93): 205360, (119, 148, 203): 264866}"
